SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1250.00,1292.15,1246.35,1288.60,1288.60,1247.00,470,3765,4810623.00,
500003,AEGIS LOGIS ,A ,Q,248.00,251.00,245.00,250.25,249.95,245.40,140,4614,1145664.00,
500008,AMAR RAJA BA,A ,Q,770.00,805.00,770.00,779.30,779.30,773.15,486,11409,8858253.00,
500009,A.SARABHAI  ,XT,Q,12.41,12.75,12.22,12.75,12.75,12.65,23,10045,126308.00,
500010,HDFC        ,A ,Q,1843.00,1855.00,1836.85,1847.80,1852.95,1839.45,1004,19452,35944431.00,
500012,ANDHRA PETRO,X ,Q,47.15,48.70,45.05,48.05,48.70,47.15,144,30826,1474958.00,
500013,ANSAL INFRAS,B ,Q,17.65,18.00,17.25,17.90,17.90,17.85,94,18690,332766.00,
500014,APPLE FINANC,XT,Q,1.71,1.71,1.71,1.71,1.71,1.71,2,11,18.00,
500016,ARUNA HOTEL ,XT,Q,19.20,19.20,19.20,19.20,19.20,20.20,1,500,9600.00,
500020,BOM DYEING  ,A ,Q,227.05,231.50,221.90,222.75,222.75,226.85,1756,160860,36350742.00,
500023,ASIANHOTNR  ,B ,Q,250.05,260.00,250.05,260.00,260.00,250.00,2,8,2040.00,
500024,ASSAMCO     ,B ,Q,4.00,4.00,3.65,3.66,3.66,3.66,44,54941,202677.00,
500027,ATUL LTD.   ,A ,Q,2730.05,2777.45,2688.20,2720.45,2720.45,2748.45,57,253,692003.00,
500028,ATV PROJECTS,XT,Q,8.90,9.00,8.90,9.00,9.00,9.20,6,1800,16161.00,
500029,AUTOLITE(I) ,B ,Q,69.10,70.15,64.50,64.95,64.95,65.45,464,31779,2112534.00,
500031,BAJAJ ELECT.,A ,Q,525.05,543.00,523.75,536.75,536.75,527.95,1506,51546,27596980.00,
500032,BAJAJHIND   ,A ,Q,7.60,7.68,7.41,7.45,7.45,7.56,497,782967,5888876.00,
500033,FORCE MOTR  ,B ,Q,2755.00,2787.95,2755.00,2772.40,2772.40,2751.30,1511,12445,34492961.00,
500034,BAJFINANCE  ,A ,Q,2256.00,2274.80,2237.00,2256.65,2256.65,2244.85,3256,82895,187276398.00,
500038,BALRAM.CHINI,A ,Q,73.00,73.35,70.10,72.30,72.30,72.10,2720,548190,39476734.00,
500039,BANCO PROD. ,B ,Q,226.00,227.85,223.95,224.40,224.00,224.35,115,7283,1640300.00,
500040,CENTURY TEXT,A ,Q,931.00,941.80,925.65,932.85,932.85,930.30,1180,24658,23023941.00,
500041,BANNARI AMAN,B ,Q,1510.00,1540.00,1510.00,1540.00,1540.00,1510.00,3,12,18150.00,
500042,BASF INDIA  ,B ,Q,2029.25,2037.50,2003.00,2012.80,2003.00,2046.75,60,376,758427.00,
500043,BATA INDIA  ,A ,Q,778.50,788.30,769.05,775.75,775.75,771.70,1457,90200,70323612.00,
500048,BEML LTD    ,A ,Q,877.10,892.35,858.15,884.55,884.55,882.70,3944,146954,128631854.00,
500049,BHARAT ELECT,A ,Q,119.75,121.80,118.50,121.30,121.30,118.80,1431,246612,29734693.00,
500052,BHANSALI ENG,B ,Q,153.30,153.30,150.00,153.30,153.30,146.00,1039,210040,32015139.00,
500055,BHUSH STEEL ,B ,Q,32.30,34.75,32.30,34.75,34.75,33.10,1331,362411,12333649.00,
500058,BIHAR SPONGE,XT,Q,1.13,1.23,1.13,1.13,1.13,1.18,26,15757,18724.00,
500059,BINANI IND. ,B ,Q,81.45,83.35,81.00,82.15,82.15,83.15,115,9990,821353.00,
500060,BIRLACABLE  ,T ,Q,84.00,86.00,82.00,85.80,85.35,83.90,102,6568,559394.00,
500067,BLUE STAR   ,A ,Q,680.85,692.50,680.85,688.10,687.85,687.80,93,1137,783276.00,
500068,DISA INDIA  ,X ,Q,6000.00,6000.00,6000.00,6000.00,6000.00,5950.00,1,10,60000.00,
500074,BPL LTD.    ,B ,Q,57.85,61.40,57.60,60.00,59.70,57.85,727,65707,3948354.00,
500078,OAL         ,X ,Q,785.00,790.00,760.00,766.90,766.50,774.95,28,461,358128.00,
500083,CENTURY EXT ,B ,Q,6.55,6.73,6.36,6.47,6.47,6.53,62,40063,259923.00,
500084,CESC LTD.   ,A ,Q,1003.00,1008.00,1000.00,1001.70,1001.70,1005.30,405,8254,8287501.00,
500085,CHAMBAL FERT,A ,Q,168.00,169.70,165.35,167.35,167.35,167.75,272,19560,3273170.00,
500086,EXIDE IND.  ,A ,Q,252.60,254.20,250.20,252.35,252.35,252.60,1712,363317,91505526.00,
500087,CIPLA LTD.  ,A ,Q,567.00,572.95,564.05,567.05,567.05,559.75,1870,467828,266254169.00,
500089,DIC INDIA   ,B ,Q,411.05,411.05,405.00,410.00,410.00,410.00,6,158,64027.00,
500092,CRISIL LTD  ,A ,Q,1771.45,1785.85,1755.15,1777.15,1777.15,1763.25,131,853,1507092.00,
500093,CGPOWER     ,A ,Q,59.00,59.25,57.30,57.80,57.80,58.95,1119,777473,45035784.00,
500096,DABUR (I)   ,A ,Q,387.95,389.00,385.35,386.70,386.70,386.05,1200,528440,204500623.00,
500097,DALMIASUG   ,B ,Q,66.00,66.55,64.80,65.25,65.30,64.85,96,7713,506723.00,
500101,ARVIND Ltd  ,A ,Q,409.50,413.10,403.35,405.90,405.90,409.55,809,44769,18235150.00,
500102,BALARPUR IND,B ,Q,11.70,11.87,11.40,11.52,11.50,11.80,172,89859,1050406.00,
500103,BHEL        ,A ,Q,78.35,78.55,76.55,78.30,78.30,77.50,2779,518503,40262838.00,
500104,HIND.PETRO  ,A ,Q,317.90,318.95,314.90,316.80,316.80,315.05,1927,127158,40270829.00,
500106,IFCI LTD    ,A ,Q,17.10,17.30,16.90,17.05,17.05,17.05,1420,425913,7270230.00,
500108,MAHA.TELE   ,B ,Q,16.80,18.60,16.60,18.05,18.05,16.80,2409,969044,17383709.00,
500109,MRPL        ,A ,Q,93.65,96.35,93.65,95.40,94.70,95.60,261,29074,2782940.00,
500110,CHENNAI PET.,A ,Q,315.00,319.65,309.30,310.80,310.80,313.95,898,40598,12720781.00,
500111,REL.CAP.    ,A ,Q,415.50,429.35,412.80,427.05,427.05,418.05,4500,422870,178355111.00,
500112,STATE BANK  ,A ,Q,273.65,284.60,273.65,282.85,282.85,273.65,10048,1735577,484311206.00,
500113,STEEL AUTH. ,A ,Q,86.90,90.60,85.20,89.15,89.15,86.35,6937,2171456,192415453.00,
500114,TITAN       ,A ,Q,905.00,910.40,902.10,904.00,904.00,901.75,983,36989,33506879.00,
500116,IDBI BANK L ,A ,Q,61.70,62.15,60.70,61.60,61.60,61.60,2183,2285086,140881794.00,
500117,DCW LTD.    ,B ,Q,26.95,27.50,26.70,27.00,27.20,26.85,248,67570,1832170.00,
500119,DHAMPUR SUGA,B ,Q,104.90,105.40,103.55,104.80,104.80,102.65,648,71839,7504303.00,
500120,DIAMINES&CHM,X ,Q,93.00,95.00,93.00,93.00,93.00,93.25,9,410,38623.00,
500123,ELANTAS     ,B ,Q,2010.00,2025.00,2000.00,2010.30,2010.00,2010.00,38,981,1973503.00,
500124,DR.REDDY'S  ,A ,Q,2100.00,2195.80,2099.45,2190.25,2190.25,2081.45,7738,135639,293319383.00,
500125,E.I.D.PAR   ,A ,Q,229.95,229.95,226.25,226.80,226.55,229.95,753,9725,2209493.00,
500126,MERCK LTD   ,B ,Q,2442.65,2520.00,2442.65,2459.45,2460.00,2450.30,483,3728,9247095.00,
500128,ELEC.CASTING,B ,Q,24.65,24.90,24.45,24.60,24.60,24.75,120,26645,655964.00,
500132,EMPEE SUGARS,XT,Q,1.50,1.50,1.43,1.50,1.50,1.50,8,7197,10747.00,
500133,ESAB INDIA  ,B ,Q,655.00,675.00,655.00,664.00,671.00,641.70,28,361,239700.00,
500135,ESSEL PROP  ,B ,Q,257.00,259.40,249.50,250.00,250.00,259.05,154,10550,2653144.00,
500136,ESTER INDUS.,B ,Q,56.30,56.60,56.00,56.35,56.35,55.60,58,5308,298735.00,
500139,FEDDERELEC  ,B ,Q,56.65,57.10,55.70,55.80,56.90,56.45,58,5215,293121.00,
500141,FERRO ALLOYS,X ,Q,6.28,6.69,6.11,6.50,6.59,6.18,250,110894,712767.00,
500144,FINOL. CABLE,A ,Q,669.75,684.85,660.10,672.25,675.15,675.25,149,1754,1175469.00,
500147,CMI FPE     ,X ,Q,840.00,840.00,800.00,825.55,828.00,836.70,10,600,483575.00,
500148,UFLEX LTD   ,A ,Q,297.45,309.75,292.25,304.35,304.35,296.50,511,17989,5448557.00,
500150,FOSECO INDIA,B ,Q,1442.00,1442.00,1416.00,1420.00,1420.00,1430.00,11,80,114215.00,
500151,GOLDEN TOB  ,T ,Q,50.00,50.00,46.55,49.80,49.80,49.00,10,1966,96054.00,
500153,GANESH BENZO,X ,Q,85.25,86.75,84.00,84.40,84.40,85.90,407,46327,3932606.00,
500155,GARDEN SILK ,B ,Q,31.00,31.00,29.45,29.90,30.05,29.40,125,10622,317685.00,
500159,METROGLOBL  ,X ,Q,71.00,80.00,71.00,79.35,79.95,78.00,13,515,40581.00,
500160,GTL LTD.    ,B ,Q,7.95,8.00,7.85,7.90,7.90,7.94,38,9506,75458.00,
500163,GODFREY PH  ,A ,Q,751.10,756.00,744.05,746.35,747.30,744.60,138,2078,1553926.00,
500164,GODREJ IND  ,A ,Q,602.15,609.90,598.65,608.45,608.00,601.65,582,15899,9615348.00,
500165,KANSAI NERO ,A ,Q,485.95,487.20,482.00,484.95,483.15,478.95,135,2909,1410442.00,
500166,GOODRICKE   ,X ,Q,274.20,279.70,273.10,276.85,276.85,276.95,81,4832,1332413.00,
500168,GOODYEAR (I),B ,Q,1120.80,1148.00,1108.20,1140.60,1140.60,1120.95,223,2594,2937822.00,
500170,GTN INDUS   ,B ,Q,11.54,12.59,11.54,12.59,12.59,12.00,16,1421,17372.00,
500171,GHCL LTD    ,A ,Q,281.95,282.50,277.00,277.50,278.30,281.40,82,2384,666633.00,
500173,GUJ.FLOURO  ,B ,Q,740.85,743.40,740.10,741.50,741.50,742.65,30,314,232797.00,
500179,HCL INFOSYS ,A ,Q,36.45,41.50,36.25,40.75,40.75,36.45,6192,1706352,68437486.00,
500180,HDFC BANK   ,A ,Q,2048.00,2052.50,2039.05,2044.75,2047.00,2045.15,2692,42009,85921610.00,
500182,HEROMOTOCO  ,A ,Q,3612.05,3715.00,3602.55,3688.75,3688.75,3612.55,1571,23661,86515766.00,
500183,HIMACHAL FUT,A ,Q,31.55,32.80,31.55,31.90,31.90,31.15,4249,2347608,75510053.00,
500184,HSCL        ,B ,Q,128.90,132.00,127.20,131.30,131.30,126.45,784,89124,11562111.00,
500185,HIND.CONSTN.,A ,Q,15.10,15.35,14.65,15.12,15.12,15.12,1638,529636,7931468.00,
500186,HIND.OIL EXP,B ,Q,119.15,122.70,119.15,120.50,120.50,120.10,612,71347,8570741.00,
500187,HSIL        ,B ,Q,348.00,354.70,344.10,344.90,344.40,343.40,167,2992,1039041.00,
500188,HINDUS.ZI   ,A ,Q,303.60,304.05,298.75,303.80,303.80,301.95,934,479175,145194469.00,
500189,HINDUJA VENT,B ,Q,715.00,749.95,715.00,739.35,739.35,734.00,34,360,265993.00,
500191,HMT LTD.    ,Z ,Q,28.15,28.15,27.05,27.50,27.05,28.35,29,4401,121459.00,
500192,PRAG BOSIMI ,XT,Q,3.63,3.94,3.63,3.93,3.92,3.79,6,432,1587.00,
500193,HOTEL LEELA.,B ,Q,17.85,18.60,17.70,18.40,18.40,17.55,1095,381904,6949908.00,
500199,I.G.PETRO   ,B ,Q,575.85,575.85,560.00,563.50,561.50,571.45,240,5333,3029045.00,
500201,IND.GLYCOLS ,B ,Q,460.25,483.25,460.25,483.25,483.25,460.25,441,15740,7457269.00,
500206,MARGO FIN   ,XT,Q,16.80,16.80,16.80,16.80,16.80,16.25,1,7,117.00,
500207,INDO RAMA   ,B ,Q,24.20,24.55,23.75,24.55,24.55,24.15,37,3918,94200.00,
500209,INFOSYS LTD ,A ,Q,1265.00,1270.85,1250.90,1258.40,1258.40,1263.05,4314,109216,137597866.00,
500210,INGERSOLL   ,B ,Q,564.80,574.00,561.20,567.40,567.40,565.85,342,7301,4149169.00,
500211,INSILCO LTD.,X ,Q,24.65,26.00,24.65,25.70,26.00,24.65,33,6930,175493.00,
500213,INTER.TRAVEL,X ,Q,188.70,188.90,185.10,187.20,187.50,185.75,37,1375,257472.00,
500214,ION EXCHANGE,XT,Q,435.40,440.00,427.15,434.50,435.00,434.20,67,2017,878323.00,
500215,AGRO TECH FO,B ,Q,675.20,695.00,668.75,686.60,687.10,681.60,35,366,251676.00,
500219,JAIN IRRIG  ,A ,Q,102.65,103.15,101.40,101.95,101.95,102.70,677,162596,16592297.00,
500220,JASCH INDUST,X ,Q,68.30,68.60,67.10,67.55,67.25,67.10,34,4650,314078.00,
500223,JCT LTD     ,X ,Q,2.21,2.30,2.21,2.22,2.28,2.23,104,89088,201253.00,
500227,JINDAL POLYF,B ,Q,232.40,244.00,231.00,237.90,237.90,234.50,447,11865,2817645.00,
500228,JSWSL       ,A ,Q,341.50,345.20,338.80,341.20,341.20,340.70,1611,146084,49808902.00,
500231,UMANG DAIR  ,B ,Q,83.65,86.45,76.00,84.50,84.45,84.45,42,2567,214612.00,
500233,KAJARIA CER.,A ,Q,540.00,559.10,540.00,549.70,552.00,535.75,908,34888,19267713.00,
500234,KAKATIYA CEM,B ,Q,261.50,285.00,258.35,273.35,273.35,262.40,700,31918,8876943.00,
500235,KALYANI STEL,B ,Q,276.25,283.50,276.20,278.85,278.00,276.05,731,44327,12392378.00,
500238,WHIRLPOOL   ,A ,Q,1572.95,1583.95,1563.40,1575.70,1574.00,1558.20,228,2733,4298879.00,
500239,KG DENIM    ,X ,Q,39.40,39.40,38.10,38.25,38.10,38.10,26,3148,121843.00,
500240,KINETIC ENG.,X ,Q,61.25,65.70,61.25,65.45,65.45,63.50,12,1057,67057.00,
500241,KIRL.BROS.  ,B ,Q,306.75,314.00,305.05,309.20,309.20,305.35,356,6433,1992451.00,
500243,KIRL INDUS  ,B ,Q,1190.05,1195.05,1190.05,1195.05,1195.00,1229.90,5,7,8353.00,
500245,KIRL.FERROUS,B ,Q,97.95,99.40,96.00,96.60,96.25,96.10,545,57420,5558800.00,
500247,KOTAK MAH.BK,A ,Q,1324.00,1335.00,1321.00,1331.35,1331.35,1320.30,878,33312,44236254.00,
500249,KSB PUMPS   ,B ,Q,805.00,873.95,798.00,830.55,832.00,814.05,90,3992,3235996.00,
500250,L.G.BALKRISH,B ,Q,1259.05,1259.05,1229.00,1238.65,1238.65,1260.30,173,2238,2790362.00,
500251,TRENT LTD.  ,A ,Q,319.00,319.00,310.50,312.45,311.00,317.35,226,9138,2876244.00,
500252,LAKSHMI MACH,A ,Q,8222.95,8365.00,8131.00,8321.65,8365.00,8221.15,310,1073,8878993.00,
500253,LIC HOUS.FIN,A ,Q,499.00,512.45,493.00,503.15,503.15,498.55,1618,108733,54503377.00,
500254,UTTAMVALUE  ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,22,219961,41792.00,
500257,LUPIN LTD.  ,A ,Q,819.00,862.70,812.40,854.30,854.30,807.65,42346,1131456,951097197.00,
500259,LYKA LABS   ,B ,Q,39.70,42.50,39.50,41.20,41.50,40.35,413,40447,1676906.00,
500260,RAMCOCEM    ,A ,Q,746.70,752.20,742.90,746.85,745.10,746.40,212,3407,2546718.00,
500264,MAFATLAL IND,X ,Q,230.40,237.70,230.05,232.75,232.50,235.00,13,731,171059.00,
500265,MAH.SEAMLESS,B ,Q,435.00,449.55,435.00,446.15,446.00,439.75,62,1812,802683.00,
500266,MAH.SCOOTER ,B ,Q,2781.05,2859.00,2723.50,2831.05,2825.00,2730.65,187,1824,5112634.00,
500267,MAJESTIC AUT,X ,Q,139.90,147.00,134.00,136.15,136.15,140.00,31,1528,209228.00,
500268,MANALI PETRO,B ,Q,53.50,54.70,51.55,53.85,53.85,52.90,4216,1011209,53758547.00,
500271,MFSL        ,A ,Q,485.90,505.00,483.00,488.55,488.55,481.95,4704,164831,81670323.00,
500279,MIRC ELECT  ,B ,Q,36.00,36.25,34.10,34.95,34.95,35.85,145,24866,874141.00,
500280,CENTURY ENKA,B ,Q,299.75,300.20,295.50,297.90,297.90,296.10,66,7287,2166079.00,
500284,LORDS CHLORO,XT,Q,49.90,51.95,49.90,50.90,51.00,52.25,10,946,47755.00,
500285,SPICEJET LTD,B ,Q,112.20,113.70,110.15,110.35,110.35,111.90,7371,1312523,146353981.00,
500288,MOREPEN LAB.,B ,Q,29.10,32.40,29.10,32.00,32.00,28.95,1563,562603,17358239.00,
500290,MRF LTD.    ,A ,Q,76333.05,76518.95,75350.45,75490.00,75490.00,76329.60,282,512,38876163.00,
500292,HEIDEL CEM  ,A ,Q,144.75,145.25,140.70,141.65,141.50,144.40,118,8242,1178010.00,
500294,NCC         ,A ,Q,112.50,114.60,112.10,112.85,113.30,112.65,2146,453191,51369934.00,
500295,VEDL        ,A ,Q,246.00,246.90,243.50,244.80,244.80,245.75,4973,4223111,1036634358.00,
500296,NAHAR SPG.  ,B ,Q,84.00,91.20,83.25,88.05,88.50,84.00,162,12362,1089521.00,
500298,NAT.PEROXIDE,B ,Q,3078.00,3140.00,3050.00,3072.65,3072.65,3109.45,301,2412,7445956.00,
500300,GRASIM IND. ,A ,Q,1050.30,1056.75,1032.00,1039.65,1038.00,1050.85,1077,223133,231893511.00,
500302,PEL         ,A ,Q,2411.75,2459.85,2411.75,2447.55,2442.55,2412.25,559,55086,134487126.00,
500304,NIIT LTD.   ,A ,Q,104.80,110.00,104.80,106.50,106.50,104.80,3132,421398,45462803.00,
500306,JAYKAY      ,X ,Q,6.19,6.55,6.05,6.07,6.07,6.06,21,7809,47793.00,
500307,NIRLON      ,B ,Q,188.15,190.20,187.20,188.60,190.00,189.75,38,5465,1027316.00,
500312,ONGC CORPN  ,A ,Q,173.00,175.40,170.75,171.35,171.35,173.25,1669,169883,29405628.00,
500313,OIL COUNTRY ,B ,Q,20.10,21.40,20.10,21.40,21.40,20.45,51,5643,117891.00,
500314,ORIENT HOTEL,B ,Q,52.00,52.00,50.00,51.40,51.40,51.55,96,19203,984999.00,
500315,ORINTAL BANK,A ,Q,84.00,85.75,82.45,85.40,85.40,82.55,916,166378,14040511.00,
500317,OSWAL AGRO. ,B ,Q,11.30,12.00,11.11,11.96,11.96,11.35,109,10177,118202.00,
500319,INDIAN SUCRO,XT,Q,18.90,18.95,18.00,18.90,18.90,18.05,14,4326,80980.00,
500322,PANYAM CEMEN,X ,Q,25.55,27.30,25.55,26.20,26.00,25.35,59,8351,219196.00,
500325,RELIANCE    ,A ,Q,982.20,998.00,980.45,995.40,995.40,982.45,5183,243324,241107898.00,
500327,PILITA      ,B ,Q,12.10,12.10,11.67,11.74,11.67,12.00,45,21210,250690.00,
500329,PENTAMED.G  ,X ,Q,0.54,0.54,0.45,0.50,0.50,0.51,54,38975,20092.00,
500330,RAYMOND     ,A ,Q,994.00,996.75,982.65,991.50,990.40,986.85,1337,41941,41484722.00,
500331,PIDILITE    ,A ,Q,1060.00,1067.00,1052.05,1058.45,1058.45,1056.30,1022,32962,34906032.00,
500333,PIX TRANS   ,X ,Q,153.95,157.70,153.10,155.05,155.20,154.85,203,18609,2901790.00,
500335,BIRLA CORPN.,B ,Q,731.00,732.75,718.00,726.30,725.05,731.20,171,3361,2443130.00,
500336,SURYA ROSHNI,B ,Q,364.00,375.10,355.60,357.20,357.20,366.60,295,22261,8025302.00,
500337,PRIME SECUR.,B ,Q,41.75,43.50,41.55,42.85,42.65,41.70,142,33221,1417134.00,
500338,PRSMJOHNSN  ,B ,Q,111.00,113.00,109.55,112.35,112.35,111.70,153,15438,1722022.00,
500339,RAIN        ,A ,Q,226.30,235.75,224.50,229.35,229.35,227.70,2432,204758,46998639.00,
500343,AMJLAND     ,B ,Q,24.10,25.20,24.10,24.50,24.55,24.90,21,3474,85629.00,
500346,PUN.COMMUNI.,B ,Q,31.85,31.85,31.85,31.85,31.85,32.00,1,50,1592.00,
500350,RSWM  LTD   ,B ,Q,271.60,275.95,270.00,273.70,273.55,269.25,17,484,131566.00,
500354,RAJSH.SUGAR ,B ,Q,31.60,31.60,27.15,27.40,27.15,28.45,75,6938,191868.00,
500355,RALLIS INDIA,A ,Q,201.25,204.45,201.00,202.20,202.45,201.10,258,13230,2682570.00,
500356,RAMANEWS    ,B ,Q,21.95,22.90,21.95,22.50,22.60,21.65,25,3030,68241.00,
500358,RAMA PETRO  ,X ,Q,7.14,7.14,6.80,7.14,7.14,6.80,10,5700,40353.00,
500360,RAPICUT CARB,X ,Q,64.95,65.95,64.00,65.25,65.30,64.15,42,4730,307375.00,
500365,RMGALLOY    ,XT,Q,24.70,24.70,24.70,24.70,24.70,23.55,33,26316,650005.00,
500366,ROLTA (I)   ,B ,Q,38.15,44.10,38.10,43.35,43.35,38.15,5187,1029216,43384979.00,
500367,RUBFILA INT.,X ,Q,69.50,69.50,68.10,68.80,69.00,68.35,46,10493,722248.00,
500368,RUCHI SOYA  ,B ,Q,13.00,13.18,12.14,12.14,12.14,12.77,1018,955213,11935020.00,
500370,SALORA INT. ,B ,Q,32.85,32.85,31.00,31.00,31.00,32.25,8,1401,43457.00,
500378,JINDAL SAW  ,A ,Q,98.10,102.85,97.10,100.90,100.90,97.65,1553,197754,19918721.00,
500380,JK LAKSHMI  ,A ,Q,330.20,336.50,330.00,331.70,331.70,333.05,251,12187,4061264.00,
500387,SHREE CEMENT,A ,Q,16523.50,16523.50,16200.25,16228.95,16220.15,16663.30,122,370,6012182.00,
500388,SHREE KRISHN,XT,Q,30.75,30.75,30.75,30.75,30.75,30.80,1,29,891.00,
500390,REL INFRA   ,A ,Q,433.20,444.15,428.20,440.15,440.15,437.35,2517,172532,75301316.00,
500399,STEELCO GUJ.,X ,Q,7.39,7.39,6.63,6.83,6.99,6.49,24,5194,35724.00,
500400,TATA POWER  ,A ,Q,79.40,79.40,77.75,77.85,77.85,78.50,1390,230353,18026369.00,
500402,SPMLINFRA   ,B ,Q,101.95,102.40,100.50,101.10,101.50,101.55,75,21435,2172586.00,
500403,SUNDARAM FAS,A ,Q,625.75,635.00,620.55,631.15,631.90,619.45,291,8979,5638175.00,
500404,SUNFLAG IRON,B ,Q,73.10,75.50,73.10,75.05,75.05,73.50,267,39524,2951876.00,
500405,SUPREME PET ,B ,Q,296.45,296.45,290.00,290.50,290.00,290.05,35,795,231219.00,
500407,SWARAJ ENGIN,B ,Q,1920.05,1940.00,1920.00,1927.75,1940.00,1943.90,39,274,528177.00,
500408,TATA ELXSI  ,A ,Q,1242.00,1283.70,1227.00,1277.40,1277.40,1226.75,5302,167955,212914439.00,
500410,ACC LTD     ,A ,Q,1322.60,1327.50,1307.80,1316.85,1320.00,1320.40,465,12401,16321357.00,
500411,THERMAX     ,A ,Q,1105.45,1144.05,1105.45,1134.25,1122.00,1137.50,60,157,178025.00,
500412,THIRUMALAI  ,B ,Q,1577.30,1594.50,1548.80,1563.40,1563.40,1575.50,579,7747,12122771.00,
500413,THOMAS COOK ,B ,Q,269.25,279.00,268.55,275.85,275.85,268.45,812,1246824,343985072.00,
500414,TIMEX GROUP ,X ,Q,46.60,47.50,45.50,47.25,47.25,46.50,30,4584,214352.00,
500418,TOKYO PLAST ,B ,Q,71.05,72.80,69.50,71.55,72.80,70.00,72,2823,201538.00,
500420,TORRENT PHAR,A ,Q,1366.00,1413.50,1366.00,1407.75,1411.15,1388.60,463,5381,7540958.00,
500422,TRANSCHEM   ,X ,Q,34.40,34.75,34.00,34.00,34.00,32.25,4,35,1199.00,
500425,AMBUJA CEME ,A ,Q,206.00,207.70,205.00,206.90,206.90,205.90,844,82116,16929958.00,
500426,UTLINDS     ,XT,Q,12.70,12.75,12.25,12.47,12.50,12.40,19,2581,31771.00,
500429,UNIPHOS ENT.,B ,Q,76.15,82.95,76.15,79.55,80.00,77.15,12,320,24865.00,
500439,VARD HOLDNG ,B ,Q,3001.00,3089.90,3001.00,3089.45,3088.95,3001.00,11,44,132449.00,
500440,HINDALCO    ,A ,Q,244.05,245.60,238.80,240.60,240.60,244.75,1644,186607,45129544.00,
500444,WEST COAS PA,B ,Q,275.30,283.00,275.30,277.90,281.00,276.50,192,6628,1853344.00,
500449,HIND.ORG.CHM,B ,Q,23.95,24.00,23.35,23.80,23.80,23.90,198,38793,919357.00,
500456,PAS.ACRYLON ,X ,Q,24.00,24.00,23.45,23.65,23.80,23.40,108,18409,436908.00,
500459,PROCTER &GAM,A ,Q,9455.00,9939.50,9426.05,9607.40,9600.00,9448.20,194,464,4469044.00,
500460,MUKAND LTD. ,B ,Q,68.25,69.00,66.55,68.35,68.35,67.05,84,9361,636669.00,
500463,AGCNET      ,B ,Q,121.00,121.25,120.20,120.20,120.20,122.10,5,150,18151.00,
500464,UCAL FUEL   ,B ,Q,230.00,235.80,230.00,233.30,233.05,230.30,134,4597,1075045.00,
500467,HARR.MALAYAL,B ,Q,89.75,91.10,88.10,89.80,89.80,89.70,146,17226,1536225.00,
500469,FEDERAL BANK,A ,Q,87.50,89.10,86.35,88.40,88.40,87.35,1502,462658,40558353.00,
500470,TATA STEEL  ,A ,Q,587.95,588.40,577.55,579.80,579.80,588.75,11848,531756,309651280.00,
500472,SKF INDIA   ,A ,Q,1762.05,1800.75,1762.05,1794.75,1799.00,1770.70,57,2292,4094223.00,
500477,ASHOK LEYL. ,A ,Q,142.75,144.90,141.25,144.10,144.10,142.15,5218,820543,117151455.00,
500480,CUMMINS (I) ,A ,Q,689.95,690.10,679.05,686.00,685.00,681.10,628,14132,9674708.00,
500483,TATA COMM   ,A ,Q,609.00,614.20,606.00,608.20,613.70,607.40,368,13943,8501355.00,
500488,ABBOTT (I)  ,B ,Q,6395.00,6395.00,6327.05,6350.85,6370.00,6339.70,42,133,844790.00,
500490,BAJ HOLD INV,A ,Q,2914.95,2980.00,2897.95,2941.10,2941.10,2876.75,526,2943,8685631.00,
500493,BHARAT FORGE,A ,Q,645.10,658.85,645.10,653.20,658.00,648.15,1170,24687,16077239.00,
500495,ESCORTS LTD.,A ,Q,919.00,927.50,916.65,923.70,923.70,917.95,1157,41167,37956427.00,
500500,HIND.MOTORS ,B ,Q,7.73,7.73,6.86,7.18,7.16,7.18,63,41937,300705.00,
500510,LARSEN & TOU,A ,Q,1350.00,1366.20,1344.40,1363.75,1363.75,1342.60,4000,94393,128090378.00,
500520,MAH & MAH   ,A ,Q,923.50,926.95,913.50,916.45,916.45,916.60,2063,75411,69400627.00,
500530,BOSCH LTD   ,A ,Q,18193.80,18242.65,17990.00,18024.75,18090.45,18248.30,145,274,4955363.00,
500540,PREMIER LTD ,B ,Q,14.20,16.60,14.20,15.80,15.75,15.85,21,173,2739.00,
500547,BHARAT PET. ,A ,Q,416.05,420.50,414.00,415.10,415.10,415.15,2184,275616,114813616.00,
500550,SIEMENS LTD.,A ,Q,1031.00,1045.85,1025.00,1040.45,1040.45,1030.85,598,11702,12142519.00,
500570,TATA MOTORS ,A ,Q,310.00,313.50,307.10,308.00,308.00,309.85,4568,497309,154415997.00,
500575,VOLTAS LTD  ,A ,Q,520.00,534.95,520.00,533.25,534.95,525.05,1295,69838,36815331.00,
500620,GREAT EASTE ,A ,Q,320.25,322.40,317.50,319.75,318.60,320.45,82,4973,1587697.00,
500645,DEEPAK FERT.,A ,Q,299.00,300.80,286.25,287.80,287.80,298.35,853,35263,10276143.00,
500650,EXCEL INDUST,B ,Q,1398.00,1453.60,1352.00,1451.95,1451.95,1384.40,604,10698,15367227.00,
